"items_address","items_catid","items_city","items_country","items_cutDescription","items_date","items_description","items_id","items_lat","items_lng","items_multimedia","items_readmore","items_state","items_street","items_title","items_zip"
"AIIMS Campus Rd, AIIMS Campus, Saket Nagar, Habib Ganj, 462026 Bhopal, Madhya Pradesh , India","15","Bhopal","India","All India Institute of Medical Sciences (AIIMS), AIIMS Campus Rd, Saket Nagar, Habib Ganj, Bhopal,...","2020-03-23 03:54:04","All India Institute of Medical Sciences (AIIMS), AIIMS Campus Rd, Saket Nagar, Habib Ganj, Bhopal, Madhya Pradesh 462026","66","23.207355","77.457809","","/index.php/testing-facilities/15-government-laboratories/66-all-india-institute-of-medical-sciences-aiims-bhopal","Madhya Pradesh ","AIIMS Campus Rd, AIIMS Campus, Saket Nagar, Habib Ganj"," All India Institute of Medical Sciences (AIIMS), Bhopal","462026"
"9th Floor, ASHA Building, IDA Scudder Road, 632004 Vellore, Tamil Nadu, India","16","Vellore","India","Department of Clinical Virology, Christian Medical College, 9th Floor, ASHA Building, IDA Scudder...","2020-03-23 08:07:39","Department of Clinical Virology, Christian Medical College, 9th Floor, ASHA Building, IDA Scudder Road, Christian Medical College, Vellore, Tamil Nadu, India Pin 632004","117","12.924607","79.132622","","/index.php/testing-facilities/16-private-laboratories/117-christian-medical-college-vellore","Tamil Nadu","9th Floor, ASHA Building, IDA Scudder Road"," Christian Medical College, Vellore","632004"
" Type III, President's Estate, 110001 New Delhi, Delhi, India","15","New Delhi","India"," Ram Manohar Lohia Hospital, Type III, President's Estate, New Delhi, Delhi 110001","2020-03-23 09:07:28"," Ram Manohar Lohia Hospital, Type III, President's Estate, New Delhi, Delhi 110001","122","28.625759","77.198448","","/index.php/testing-facilities/15-government-laboratories/122-ram-manohar-lohia-hospital-new-delhi","Delhi"," Type III, President's Estate"," Ram Manohar Lohia Hospital, New Delhi","110001"
" 3, High Ground Rd, Palayamkottai, 627011 Tirunelveli, Tamil Nadu, India","15","Tirunelveli","India","Tirunelveli Medical College, 3, High Ground Rd, Palayamkottai, Tirunelveli, Tamil Nadu 627011","2020-03-23 05:49:35","Tirunelveli Medical College, 3, High Ground Rd, Palayamkottai, Tirunelveli, Tamil Nadu 627011","93","8.711757","77.748627","","/index.php/testing-facilities/15-government-laboratories/93-tirunelveli-medical-college-tirunelveli","Tamil Nadu"," 3, High Ground Rd, Palayamkottai"," Tirunelveli Medical College, Tirunelveli","627011"
" CTS No 809, F.P. 147, Nayantara Building, 411004 Pune, Maharashtra, India","16","Pune","India","A.G Diagnostics Pvt Ltd, CTS No 809, F.P. 147, Nayantara Building, Bhandarkar Road, Pune,...","2020-03-24 08:26:48","A.G Diagnostics Pvt Ltd, CTS No 809, F.P. 147, Nayantara Building, Bhandarkar Road, Pune, Maharashtra 411004","153","18.51881","73.82872","","/index.php/testing-facilities/16-private-laboratories/153-a-g-diagnostics-pvt-ltd-pune","Maharashtra"," CTS No 809, F.P. 147, Nayantara Building","A.G Diagnostics Pvt Ltd,  Pune","411004"
"Great Eastern Rd, AIIMS Campus, Tatibandh, 492099 Raipur, Chhattisgarh , India","15","Raipur","India","All India Institute of Medical Science (AIIMS), Great Eastern Rd, AIIMS Campus, Tatibandh, Raipur,...","2020-03-22 20:26:47","All India Institute of Medical Science (AIIMS), Great Eastern Rd, AIIMS Campus, Tatibandh, Raipur, Chhattisgarh 492099","31","21.2568","81.579193","","/index.php/testing-facilities/15-government-laboratories/31-all-india-institute-of-medical-science-aiims-raipur","Chhattisgarh ","Great Eastern Rd, AIIMS Campus, Tatibandh","All India Institute of Medical Science (AIIMS), Raipur","492099"
"near Aiims hospital, Sijua, Patrapada, , 751019 Bhubaneswar, , Odisha , India","15","Bhubaneswar, ","India","All India Institute of Medical Sciences (AIIMS), Near AIIMS hospital, Sijua, Patrapada,...","2020-03-24 14:29:06","All India Institute of Medical Sciences (AIIMS), Near AIIMS hospital, Sijua, Patrapada, Bhubaneswar, Odisha 751019","162","20.231129","85.775108","","/index.php/testing-facilities/15-government-laboratories/162-all-india-institute-of-medical-sciences-aiims-bhubaneswar","Odisha ","near Aiims hospital, Sijua, Patrapada, ","All India Institute of Medical Sciences (AIIMS), Bhubaneswar","751019"
"Basni Industrial Area, MIA 2nd Phase, Basni, , 342005 Jodhpur, Rajasthan, India","15","Jodhpur","India","All India Institute of Medical Sciences (AIIMS), Basni Industrial Area, MIA 2nd Phase, Basni,...","2020-03-23 07:12:01","All India Institute of Medical Sciences (AIIMS), Basni Industrial Area, MIA 2nd Phase, Basni, Jodhpur, Rajasthan 342005","107","26.240667","73.004997","","/index.php/testing-facilities/15-government-laboratories/107-all-india-institute-of-medical-sciences-aiims-jodhpur","Rajasthan","Basni Industrial Area, MIA 2nd Phase, Basni, ","All India Institute of Medical Sciences (AIIMS), Jodhpur","342005"
"Sri Aurobindo Marg, Ansari Nagar, Ansari Nagar East, , 110029 New Delhi,, Delhi , India","15","New Delhi,","India","All India Institute of Medical Sciences (AIIMS), Sri Aurobindo Marg, Ansari Nagar East, New Delhi,...","2020-03-22 20:32:23","All India Institute of Medical Sciences (AIIMS), Sri Aurobindo Marg, Ansari Nagar East, New Delhi, Delhi 110029","32","28.567045","77.209892","","/index.php/testing-facilities/15-government-laboratories/32-all-india-institute-of-medical-sciences-aiims-new-delhi","Delhi ","Sri Aurobindo Marg, Ansari Nagar, Ansari Nagar East, ","All India Institute of Medical Sciences (AIIMS), New Delhi","110029"
"Virbhadra Road Shivaji Nagar, near Barrage, Sturida Colony , 249203 Rishikesh,  Uttarakhand, India","15","Rishikesh","India","All India Institute of Medical Sciences (AIIMS), Virbhadra Road Shivaji Nagar, near Barrage,...","2020-03-22 20:34:36","All India Institute of Medical Sciences (AIIMS), Virbhadra Road Shivaji Nagar, near Barrage, Sturida Colony, Rishikesh, Uttarakhand 249203","34","30.078964","78.283882","","/index.php/testing-facilities/15-government-laboratories/34-all-india-institute-of-medical-sciences-aiims-rishikesh"," Uttarakhand","Virbhadra Road Shivaji Nagar, near Barrage, Sturida Colony ","All India Institute of Medical Sciences (AIIMS), Rishikesh","249203"
"Kanchi Gachibowli Rd, Nallagandla, Serilingampally, 500019 Hyderabad, Telangana , India","16","Hyderabad","India","AMERICAN Institute of Pathology and Laboratory Sciences Private Limited, Door No. 1-100/CCH,...","2020-03-27 08:01:22","AMERICAN Institute of Pathology and Laboratory Sciences Private Limited, Door No. 1-100/CCH, Second Floor, At Citizens Hospital, Nallagandla, Serilingampally, Hyderabad, Telangana","184","17.4706","78.311401","","/index.php/testing-facilities/16-private-laboratories/184-american-institute-of-pathology-and-laboratory-sciences-private-limited-hyderabad","Telangana ","Kanchi Gachibowli Rd, Nallagandla, Serilingampally","AMERICAN Institute of Pathology and Laboratory Sciences Private Limited, Hyderabad","500019"
"58, Canal Circular Road, 700054 Kolkata, West Bengal, India","16","Kolkata","India","Apollo Gleneagles Hospitals, 58, Canal Circular Road, Kolkata, West Bengal 700054","2020-03-25 06:50:29","Apollo Gleneagles Hospitals, 58, Canal Circular Road, Kolkata, West Bengal 700054","167","22.574793","88.384064","","/index.php/testing-facilities/16-private-laboratories/167-apollo-gleneagles-hospitals-kolkata","West Bengal","58, Canal Circular Road","Apollo Gleneagles Hospitals, Kolkata","700054"
"NOS, 140/A, 140/B, 140/C, 141/A, 141/B, 141/C, Thokatta Village, 500011 Secunderabad, Telangana, India","16","Secunderabad","India","Apollo Health and Lifestyle Limited-Secunderabad, Diagnostics Laboratory, NOS, 140/A, 140/B,...","2020-03-25 07:01:04","Apollo Health and Lifestyle Limited-Secunderabad, Diagnostics Laboratory, NOS, 140/A, 140/B, 140/C, 141/A, 141/B, 141/C, Thokatta Village, Bowenpally, Secunderabad, Telangana, Hyderabad-500011","169","17.469124","78.48214","","/index.php/testing-facilities/16-private-laboratories/169-apollo-health-and-lifestyle-limited-secunderabad-diagnostics-laboratory-hyderabad","Telangana","NOS, 140/A, 140/B, 140/C, 141/A, 141/B, 141/C, Thokatta Village","Apollo Health and Lifestyle Limited-Secunderabad, Diagnostics Laboratory, Hyderabad","500011"
" 21 Greams Lane, Off Greams Road,, 600006 Chennai, Tamil Nadu, India","16","Chennai","India","Department of Laboratory Services, Apollo Hospitals Enterprise Limited, 21 Greams Lane, Off Greams...","2020-03-23 08:10:50","Department of Laboratory Services, Apollo Hospitals Enterprise Limited, 21 Greams Lane, Off Greams Road, Chennai Tamil Nadu Pin 600006","118","13.046235","80.150368","","/index.php/testing-facilities/16-private-laboratories/118-apollo-hospitals-enterprise-limited-chennai","Tamil Nadu"," 21 Greams Lane, Off Greams Road,","Apollo Hospitals Enterprise Limited, Chennai","600006"
" Southern Command, Solapur Road, Wanowrie, near Race Course, 411040 Pune, Maharashtra, India","15","Pune","India","Armed Forces Medical College, Southern Command, Solapur Road, Wanowrie, near Race Course, Pune,...","2020-03-23 10:32:47","Armed Forces Medical College, Southern Command, Solapur Road, Wanowrie, near Race Course, Pune, Maharashtra 411040","135","18.504044","73.887901","","/index.php/testing-facilities/15-government-laboratories/135-armed-forces-medical-college-pune","Maharashtra"," Southern Command, Solapur Road, Wanowrie, near Race Course","Armed Forces Medical College, Pune","411040"
"Subroto Park,, 110010 New Delhi, Delhi, India","15","New Delhi","India","Army Hospital Research & Referral, Military Hospital Road, Near Subroto Park, Dhaula Kuan, New...","2020-03-23 09:16:40","Army Hospital Research & Referral, Military Hospital Road, Near Subroto Park, Dhaula Kuan, New Delhi, Delhi 110010","125","28.583654","77.155678","","/index.php/testing-facilities/15-government-laboratories/125-army-hospital-research-referral-new-delhi","Delhi","Subroto Park,","Army Hospital Research & Referral, New Delhi","110010"
"Fort, Krishna Rajendra Rd, , 560002 Bengaluru, , Karnataka , India","15","Bengaluru, ","India","Bangalore Medical College & Research Institute, Krishna Rajendra Rd, Bengaluru, Karnataka 560002","2020-03-22 22:17:15","Bangalore Medical College & Research Institute, Krishna Rajendra Rd, Bengaluru, Karnataka 560002","56","12.959349","77.574692","","/index.php/testing-facilities/15-government-laboratories/56-bangalore-medical-college-research-institute-bangaluru","Karnataka ","Fort, Krishna Rajendra Rd, ","Bangalore Medical College & Research Institute, Bangaluru","560002"
"B j medical college, 380016 Asarwa, Gujarat , India","15","Asarwa","India","BJ Medical College, Asarwa,, Civil Hospital Campus, Ahmedabad, Gujarat 380016","2020-03-22 20:47:41","BJ Medical College, Asarwa,, Civil Hospital Campus, Ahmedabad, Gujarat 380016","40","23.052471","72.602859","","/index.php/testing-facilities/15-government-laboratories/40-bj-medical-college-ahmedabad","Gujarat ","B j medical college","BJ Medical College, Ahmedabad ","380016"
"Jai Prakash Narayan Road, Railway Station Rd, 411001 Pune, Maharashtra, India","15","Pune","India","BJ Medical College, Jai Prakash Narayan Road, Railway Station Rd, near Pune, Maharashtra 411001","2020-03-23 10:35:51","BJ Medical College, Jai Prakash Narayan Road, Railway Station Rd, near Pune, Maharashtra 411001","136","18.526237","73.868935","","/index.php/testing-facilities/15-government-laboratories/136-bj-medical-college-pune","Maharashtra","Jai Prakash Narayan Road, Railway Station Rd","BJ Medical College, Pune","411001"
"Ganaur - Gohana Rd, 131305 Khanpur Kalan, Haryana , India","15","Khanpur Kalan","India","BPS Government Medical College for Women, Ganaur - Gohana Rd, Khanpur Kalan, Haryana 131305","2020-03-22 21:29:23","BPS Government Medical College for Women, Ganaur - Gohana Rd, Khanpur Kalan, Haryana 131305","48","29.151688","76.808228","","/index.php/testing-facilities/15-government-laboratories/48-bps-government-medical-college-for-women-sonipat","Haryana ","Ganaur - Gohana Rd","BPS Government Medical College for Women, Sonipat","131305"
", 560018 Bengaluru, Karnataka, India","16","Bengaluru","India","Cancyte Technologies Private Limited, Bengaluru, Karnataka 560018","2020-03-24 08:36:59","Cancyte Technologies Private Limited, Bengaluru, Karnataka 560018","154","12.957604","77.564575","","/index.php/testing-facilities/16-private-laboratories/154-cancyte-technologies-private-limited-bengaluru","Karnataka","","Cancyte Technologies Private Limited, Bengaluru","560018"
"Tejaswini Hills, Periye (PO), 671316 Kasaragod, Kerala, India","15","Kasaragod","India","Central University of Kerala, Tejaswini Hills, Periye (PO), Kasaragod (DT), Kerala - 671316","2020-03-30 11:54:55","Central University of Kerala, Tejaswini Hills, Periye (PO), Kasaragod (DT), Kerala - 671316","210","12.393007","75.091675","","/index.php/testing-facilities/15-government-laboratories/210-central-university-of-kerala-kasaragod","Kerala","Tejaswini Hills, Periye (PO)","Central University of Kerala, Kasaragod","671316"
"Molecular Laboratory, Third Floor,City Imaging Building, 4B/18, Tilak Nagar, 110018 New Delhi, Delhi, India","16","New Delhi","India","City X Ray & Scan Clinic Pvt. Ltd., Molecular Laboratory, Third Floor,City Imaging Building,...","2020-03-27 11:16:22","City X Ray & Scan Clinic Pvt. Ltd., Molecular Laboratory, Third Floor,City Imaging Building, 4B/18, Tilak Nagar, Near haldiram, New Delhi 110018","189","28.639034","77.101349","","/index.php/testing-facilities/16-private-laboratories/189-city-x-ray-scan-clinic-pvt-ltd-new-delhi","Delhi","Molecular Laboratory, Third Floor,City Imaging Building, 4B/18, Tilak Nagar","City x-Ray & Scan Clinic Pvt. Ltd., New Delhi ","110018"
"1 A, SF No 498, Avinashi Rd, 641018 Peelamedu, Tamil Nadu, India","15","Peelamedu","India","Coimbatore Medical College, 1 A, SF No 498, Avinashi Rd, Peelamedu, Civil Aerodrome Post,...","2020-03-23 05:51:47","Coimbatore Medical College, 1 A, SF No 498, Avinashi Rd, Peelamedu, Civil Aerodrome Post, Coimbatore, Tamil Nadu 641018","94","11.028704","77.021706","","/index.php/testing-facilities/15-government-laboratories/94-coimbatore-medical-college-coimbatore","Tamil Nadu","1 A, SF No 498, Avinashi Rd","Coimbatore Medical College, Coimbatore","641018"
"Cambridge Rd, Cambridge Layout, 560007 Bengaluru, Karnataka, India","15","Bengaluru","India","Command Hospital (Air Force) , Cambridge Rd, Cambridge Layout, Jogupalya, Bengaluru, Karnataka...","2020-03-23 09:30:37","Command Hospital (Air Force) , Cambridge Rd, Cambridge Layout, Jogupalya, Bengaluru, Karnataka 560007","128","12.964655","77.625938","","/index.php/testing-facilities/15-government-laboratories/128-command-hospital-air-force-bengaluru","Karnataka","Cambridge Rd, Cambridge Layout","Command Hospital (Air Force), Bengaluru","560007"
"Lucknow, 226002 Lucknow, Uttar Pradesh, India","15","Lucknow","India","Command Hospital, Lucknow, Uttar Pradesh 226002","2020-03-23 11:25:29","Command Hospital, Lucknow, Uttar Pradesh 226002","140","26.817455","80.938622","","/index.php/testing-facilities/15-government-laboratories/140-command-hospital-lucknow","Uttar Pradesh","Lucknow","Command Hospital, Lucknow","226002"
"406, Udyog Vihar III, Sector 20, 122016 Gurugram, Haryana, India","16","Gurugram","India","CORE Diagnostics Pvt Ltd, 406, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016","2020-03-27 05:37:22","CORE Diagnostics Pvt Ltd, 406, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016","177","28.509289","77.089455","","/index.php/testing-facilities/16-private-laboratories/177-core-diagnostics-pvt-ltd-gurugram","Haryana","406, Udyog Vihar III, Sector 20","CORE Diagnostics Pvt Ltd, Gurugram","122016"
"DMCH Rd, Allalpatti, Laheriasarai, 846003 Darbhanga, Bihar, India","15","Darbhanga","India","Darbhanga Medical College, DMCH Rd, Allalpatti, Laheriasarai, Darbhanga, Bihar 846003","2020-03-22 19:44:42","Darbhanga Medical College, DMCH Rd, Allalpatti, Laheriasarai, Darbhanga, Bihar 846003","18","26.133432","85.899246","","/index.php/testing-facilities/15-government-laboratories/18-darbhanga-medical-college-darbhanga","Bihar","DMCH Rd, Allalpatti, Laheriasarai","Darbhanga Medical College, Darbhanga","846003"
"DDRC SRL TOWER,G-131, Panampilly Nagar, 682036 Ernakulam, Kerala , India","16","Ernakulam","India","DDRC SRL Diagnostics Pvt Ltd, TOWER,G-131, Panampilly Nagar, Ernakulam, Kerala 682036","2020-03-27 05:48:12","DDRC SRL Diagnostics Pvt Ltd, TOWER,G-131, Panampilly Nagar, Ernakulam, Kerala 682036","178","9.963544","76.295296","","/index.php/testing-facilities/16-private-laboratories/178-ddrc-srl-diagnostics-pvt-ltd-ernakulam","Kerala ","DDRC SRL TOWER,G-131, Panampilly Nagar","DDRC SRL Diagnostics Pvt Ltd, Ernakulam","682036"
"Jhansi Road, 474002 Gwalior, Madhya Pradesh, India","18","Gwalior","India","Defence Research & Development Organisation, Jhansi Road, Gwalior-474002, Madhya Pradesh","2020-03-30 06:03:47","Defence Research & Development Organisation, Jhansi Road, Gwalior-474002, Madhya Pradesh","198","26.221937","78.177666","","/index.php/testing-facilities/18-government-laboratories-not-supported-by-icmr/198-defence-research-development-establishment-drde-gwalior","Madhya Pradesh","Jhansi Road","Defence Research & Development Establishment (DRDE), Gwalior","474002"
"14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, 700160 Kolkata, West Bengal, India","16","Kolkata","India","Department of Laboratory Sciences, Tata Medical Center, 14, MAR(E-W), DH Block(Newtown), Action...","2020-03-27 08:08:39","Department of Laboratory Sciences, Tata Medical Center, 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160","185","22.577131","88.479652","","/index.php/testing-facilities/16-private-laboratories/185-department-of-laboratory-sciences-tata-medical-center-kolkata","West Bengal","14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown","Department of Laboratory Sciences, Tata Medical Center, Kolkata","700160"
"plot no 251, Sainik School Rd, Unit 15, Gajapati Nagar, 751005 Bhubaneswar, Odisha , India","16","Bhubaneswar","India","Department of Laboratory Services Apollo Hospitals, Plot no 251, Sainik School Rd, Unit 15,...","2020-03-26 07:46:31","Department of Laboratory Services Apollo Hospitals, Plot no 251, Sainik School Rd, Unit 15, Gajapati Nagar, Bhubaneswar, Odisha 751005","170","20.30575","85.831734","","/index.php/testing-facilities/16-private-laboratories/170-department-of-laboratory-services-apollo-hospitals-bhubaneswar","Odisha ","plot no 251, Sainik School Rd, Unit 15, Gajapati Nagar","Department of Laboratory Services Apollo Hospitals, Bhubaneswar","751005"
"B7 Rd, Block E, Sector 18, 110085 Rohini, New Delhi, Delhi, India","16","Rohini, New Delhi","India","<span class=""LrzXr"">National Reference laboratory, B7 Rd, Block E, Sector 18, Rohini, New Delhi, Delhi 110085</span>","2020-03-23 07:31:13","<span class=""LrzXr"">National Reference laboratory, B7 Rd, Block E, Sector 18, Rohini, New Delhi, Delhi 110085</span>","109","28.738857","77.134216","","/index.php/testing-facilities/16-private-laboratories/109-dr-lal-pathlabs-national-reference-laboratory","Delhi","B7 Rd, Block E, Sector 18","Dr Lal PathLabs, National Reference laboratory","110085"
"7-B Astley Hall, 248001 Dehradun, Uttarakhand, India","16","Dehradun","India","7-B Astley Hall, Ugrasain Rd, Dehradun, Uttarakhand 248001","2020-03-31 07:56:58","7-B Astley Hall, Ugrasain Rd, Dehradun, Uttarakhand 248001","215","30.326824","78.047012","","/index.php/testing-facilities/16-private-laboratories/215-dr-ahuja-s-pathlogy-and-imaging-centre-department-of-laboratory-medicine-dehradun","Uttarakhand","7-B Astley Hall","Dr. Ahuja’s Pathlogy and Imaging Centre-Department of Laboratory Medicine, Dehradun","248001"
"C2/1 SDA AURBINDO MARG, 110016 New Delhi, Delhi, India","16","New Delhi","India","Dr. Dang’s Lab, C2/1 SDA AURBINDO MARG, NEW DELHI 110016","2020-03-23 12:30:56","Dr. Dang’s Lab, C2/1 SDA AURBINDO MARG, NEW DELHI 110016","145","28.550137","77.201256","","/index.php/testing-facilities/16-private-laboratories/145-dr-dang-s-lab-new-delhi","Delhi","C2/1 SDA AURBINDO MARG","Dr. Dang’s Lab, New Delhi","110016"
"Titus Plaza, 1st Floor, Sharma Commercial Complex, 500082 Hyderabad, Telangana, India","16","Hyderabad","India","Titus Plaza, 1st Floor, Sharma Commercial Complex, Hyderabad, Telangana 500082","2020-03-26 07:51:06","Titus Plaza, 1st Floor, Sharma Commercial Complex, Hyderabad, Telangana 500082","171","17.424494","78.450851","","/index.php/testing-facilities/16-private-laboratories/171-dr-remedies-labs-private-limited-hyderabad","Telangana","Titus Plaza, 1st Floor, Sharma Commercial Complex","DR. REMEDIES LABS PRIVATE LIMITED, Hyderabad","500082"
"Residency Road, Near Sriram Excellency Hotel, Sector-D, Shastri Nagar, opposite Petrol Pump, 342003 Jodhpur, Rajasthan , India","15","Jodhpur","India","<p>Dr. S.N. Medical College,<br />Jodhpur</p><p>Residency Road, Near Sriram Excellency Hotel, Sector-D, Shastri</p>...","2020-03-23 07:03:15","<p>Dr. S.N. Medical College,<br />Jodhpur</p><p>Residency Road, Near Sriram Excellency Hotel, Sector-D, Shastri Nagar, opposite Petrol Pump, Jodhpur, Rajasthan 342003</p>","99","26.269421","73.005219","","/index.php/testing-facilities/15-government-laboratories/99-dr-sampurnanand-medical-college-jodhpur","Rajasthan ","Residency Road, Near Sriram Excellency Hotel, Sector-D, Shastri Nagar, opposite Petrol Pump","Dr. Sampurnanand Medical College, Jodhpur","342003"
"Barpeta-Hospital-Jania Rd, Joti Gaon, 781301 Barpeta, Assam, India","15","Barpeta","India","Barpeta-Hospital-Jania Rd, Joti Gaon, Assam 781301","2020-03-22 19:19:38","Barpeta-Hospital-Jania Rd, Joti Gaon, Assam 781301","16","26.324448","90.984985","","/index.php/testing-facilities/15-government-laboratories/16-fakhruddin-medical-college-barpeta","Assam","Barpeta-Hospital-Jania Rd, Joti Gaon","Fakhruddin Medical College, Barpeta","781301"
" Sultania Rd, near Hamidia Hospital, Royal Market, 462001 Bhopal, Madhya Pradesh, India","15","Bhopal","India","Gandhi Medical College, Sultania Rd, near Hamidia Hospital, Royal Market, Bhopal, Madhya Pradesh...","2020-03-23 10:51:18","Gandhi Medical College, Sultania Rd, near Hamidia Hospital, Royal Market, Bhopal, Madhya Pradesh 462001","137","23.25993","77.388763","","/index.php/testing-facilities/15-government-laboratories/137-gandhi-medical-college-bhopal","Madhya Pradesh"," Sultania Rd, near Hamidia Hospital, Royal Market","Gandhi Medical College, Bhopal","462001"
" Musheerabad, Padmarao Nagar, 500003 Secunderabad, Telangana, India","15","Secunderabad","India","Gandhi Medical College, <span class=""section-info-text""><span class=""widget-pane-link""> Musheerabad, Padmarao Nagar, Secunderabad, Telangana 500003</span></span>","2020-03-23 07:13:44","Gandhi Medical College, <span class=""section-info-text""><span class=""widget-pane-link""> Musheerabad, Padmarao Nagar, Secunderabad, Telangana 500003</span></span>","108","17.424665","78.502197","","/index.php/testing-facilities/15-government-laboratories/108-gandhi-medical-college-secunderabad","Telangana"," Musheerabad, Padmarao Nagar","Gandhi Medical College, Secunderabad","500003"
"Narakasur Hilltop, Bhangagarh, 781032 Guwahati, Assam , India","15","Guwahati","India","Guwahati Narakasur Hilltop, Bhangagarh, Guwahati, Assam 781032","2020-03-22 18:24:48","Guwahati Narakasur Hilltop, Bhangagarh, Guwahati, Assam 781032","12","26.15424","91.770081","","/index.php/testing-facilities/15-government-laboratories/12-gauhati-medical-college-guwahati","Assam ","Narakasur Hilltop, Bhangagarh","Gauhati Medical College, Guwahati ","781032"
"Bambolim, 403202 Tiswadi, Goa, India","15","Tiswadi","India","Bambolim, Tiswadi Goa India 403202","2020-03-29 08:27:55","Bambolim, Tiswadi Goa India 403202","194","15.464311","73.858414","","/index.php/testing-facilities/15-government-laboratories/194-goa-medical-college-and-hospital-bambolim","Goa","Bambolim","Goa Medical College and Hospital, Bambolim","403202"
